station_no,year,time,month,day,lat,lon,dist2land
1,1848,06,01,11,-9,79,1679
1,1848,09,01,11,-9.40782,77.7341,1744
1,1848,12,01,11,-9.83076,76.4735,1817
1,1848,15,01,11,-10.2882,75.2264,1911
1,1848,18,01,11,-10.8,74,2007
1,1848,21,01,11,-11.3723,72.8105,1885
1,1848,00,01,12,-11.9552,71.7163,1748
1,1848,03,01,12,-12.4854,70.7885,1635
1,1848,06,01,12,-12.9,70.1,1547
1,1848,09,01,12,-13.1117,69.7326,1498
1,1848,12,01,12,-13.2098,69.6001,1483
1,1848,15,01,12,-13.2532,69.5927,1477
1,1848,18,01,12,-13.3,69.6,1477
1,1848,21,01,12,-13.4356,69.4531,1462
1,1848,00,01,13,-13.585,69.3,1432
1,1848,03,01,13,-13.7419,69.1469,1407
1,1848,06,01,13,-13.9,69,1386
1,1848,09,01,13,-14.0459,68.8677,1371
1,1848,12,01,13,-14.1924,68.7424,1341
1,1848,15,01,13,-14.3428,68.6208,1326
1,1848,18,01,13,-14.5,68.5,1306
1,1848,21,01,13,-14.6678,68.3669,1285
1,1848,00,01,14,-14.8425,68.235,1261
1,1848,03,01,14,-15.0209,68.1106,1241
1,1848,06,01,14,-15.2,68,1221
1,1848,09,01,14,-15.379,67.9065,1201
1,1848,12,01,14,-15.5575,67.8274,1181
1,1848,15,01,14,-15.7322,67.7596,1175
1,1848,18,01,14,-15.9,67.7,1156
1,1848,21,01,14,-16.0491,67.6347,1141
1,1848,00,01,15,-16.1925,67.5775,1131
1,1848,03,01,15,-16.3397,67.5316,1117
1,1848,06,01,15,-16.5,67.5,1107
1,1848,09,01,15,-16.6897,67.4815,1099
1,1848,12,01,15,-16.8925,67.4775,1090
1,1848,15,01,15,-17.0991,67.4847,1082
1,1848,18,01,15,-17.3,67.5,1074
1,1848,21,01,15,-17.2523,67.313,1054
1,1848,00,01,16,-17.2331,67.1644,1048
1,1848,03,01,16,-17.4223,67.2081,1040
1,1848,06,01,16,-18,67.6,1060
1,1848,09,01,16,-19.1901,68.471,1126
1,1848,12,01,16,-20.7619,69.7244,1239
1,1848,15,01,16,-22.5269,71.2669,1418
1,1848,18,01,16,-24.3,73,1624
1,1848,21,01,16,-25.939,74.836,1845
1,1848,00,01,17,-27.4461,76.7533,2084
1,1848,03,01,17,-28.8559,78.7448,2313
1,1848,06,01,17,-30.2,80.8,2274
2,1848,06,01,11,-8.6,79.8,1627
2,1848,09,01,11,-8.62384,79.864,1626
2,1848,12,01,11,-8.65018,79.9112,1637
2,1848,15,01,11,-8.68151,79.9248,1637
2,1848,18,01,11,-8.72037,79.888,1637
2,1848,21,01,11,-8.76923,79.784,1649
2,1848,00,01,12,-8.83056,79.596,1650
2,1848,03,01,12,-8.90673,79.307,1664
2,1848,06,01,12,-9,78.9,1680
2,1848,09,01,12,-9.11204,78.3653,1698
2,1848,12,01,12,-9.24269,77.7234,1722
2,1848,15,01,12,-9.39144,77.0024,1760
2,1848,18,01,12,-9.55788,76.2304,1804
2,1848,21,01,12,-9.7418,75.4359,1840
2,1848,00,01,13,-9.94322,74.6471,1890
2,1848,03,01,13,-10.1624,73.8924,1948
2,1848,06,01,13,-10.4,73.2,1984
2,1848,09,01,13,-10.6769,72.6331,1911
2,1848,12,01,13,-10.9785,72.1114,1847
2,1848,15,01,13,-11.2958,71.6341,1783
2,1848,18,01,13,-11.6198,71.2008,1728
2,1848,21,01,13,-11.9413,70.8109,1673
2,1848,00,01,14,-12.2513,70.4644,1620
2,1848,03,01,14,-12.5406,70.1608,1581
2,1848,06,01,14,-12.8,69.9,1535
2,1848,09,01,14,-12.9911,69.6706,1505
2,1848,12,01,14,-13.1544,69.4906,1474
2,1848,15,01,14,-13.2963,69.3503,1459
2,1848,18,01,14,-13.4228,69.2398,1435
2,1848,21,01,14,-13.5403,69.1494,1420
2,1848,00,01,15,-13.6549,69.0692,1407
2,1848,03,01,15,-13.7728,68.9894,1392
2,1848,06,01,15,-13.9,68.9,1377
2,1848,09,01,15,-14.0649,68.7499,1347
2,1848,12,01,15,-14.2367,68.5943,1332
2,1848,15,01,15,-14.4133,68.4361,1302
2,1848,18,01,15,-14.5927,68.2779,1281
2,1848,21,01,15,-14.773,68.1224,1252
2,1848,00,01,16,-14.9523,67.9724,1231
2,1848,03,01,16,-15.1286,67.8307,1207
2,1848,06,01,16,-15.3,67.7,1187
2,1848,09,01,16,-15.4535,67.5682,1167
2,1848,12,01,16,-15.6021,67.4444,1143
2,1848,15,01,16,-15.7477,67.3309,1128
2,1848,18,01,16,-15.8924,67.2302,1108
2,1848,21,01,16,-16.038,67.1444,1093
2,1848,00,01,17,-16.1865,67.0759,1083
2,1848,03,01,17,-16.3398,67.027,1069
2,1848,06,01,17,-16.5,67,1059
2,1848,09,01,17,-16.6522,66.9613,1050
2,1848,12,01,17,-16.8081,66.9412,1035
2,1848,15,01,17,-16.9709,66.9431,1027
2,1848,18,01,17,-17.1438,66.9703,1032
2,1848,21,01,17,-17.33,67.0261,1024
2,1848,00,01,18,-17.5327,67.1141,1027
2,1848,03,01,18,-17.755,67.2375,1026
2,1848,06,01,18,-18,67.4,1040
2,1848,09,01,18,-18.2821,67.6097,1052
2,1848,12,01,18,-18.5883,67.8622,1075
2,1848,15,01,18,-18.9127,68.1491,1090
2,1848,18,01,18,-19.2492,68.462,1126
2,1848,21,01,18,-19.592,68.7923,1152
2,1848,00,01,19,-19.9353,69.1313,1180
2,1848,03,01,19,-20.2732,69.4702,1219
2,1848,06,01,19,-20.6,69.8,1250
2,1848,09,01,19,-20.8503,70.0578,1281
2,1848,12,01,19,-21.0872,70.3073,1302
2,1848,15,01,19,-21.3208,70.5551,1334
2,1848,18,01,19,-21.5616,70.8076,1357
2,1848,21,01,19,-21.8197,71.0714,1389
2,1848,00,01,20,-22.1053,71.3534,1423
2,1848,03,01,20,-22.4287,71.6606,1457
2,1848,06,01,20,-22.8,72,1493
2,1848,09,01,20,-23.2619,72.3626,1542
2,1848,12,01,20,-23.772,72.7546,1593
2,1848,15,01,20,-24.3187,73.1776,1644
2,1848,18,01,20,-24.8907,73.6328,1699
2,1848,21,01,20,-25.4763,74.1214,1765
2,1848,00,01,21,-26.064,74.6448,1832
2,1848,03,01,21,-26.6424,75.204,1906
2,1848,06,01,21,-27.2,75.8,1983
2,1848,09,01,21,-27.7277,76.433,2057
2,1848,12,01,21,-28.2265,77.1,2140
2,1848,15,01,21,-28.6997,77.7973,2223
2,1848,18,01,21,-29.1507,78.521,2306
2,1848,21,01,21,-29.5829,79.2673,2294
2,1848,00,01,22,-29.9995,80.032,2271
2,1848,03,01,22,-30.4041,80.8109,2253
2,1848,06,01,22,-30.8,81.6,2238
3,1848,06,01,11,-15.2,57.4,548
3,1848,09,01,11,-15.1537,57.5179,548
3,1848,12,01,11,-15.119,57.615,559
3,1848,15,01,11,-15.1074,57.6707,559
3,1848,18,01,11,-15.1306,57.6642,559
3,1848,21,01,11,-15.2,57.5751,548
3,1848,00,01,12,-15.3272,57.3822,537
3,1848,03,01,12,-15.5235,57.0644,516
3,1848,06,01,12,-15.8,56.6,490
3,1848,09,01,12,-16.1637,55.9762,464
3,1848,12,01,12,-16.6066,55.2188,460
3,1848,15,01,12,-17.117,54.3635,446
3,1848,18,01,12,-17.6833,53.4463,390
3,1848,21,01,12,-18.2947,52.504,324
3,1848,00,01,13,-18.9407,51.5736,244
3,1848,03,01,13,-19.612,50.6929,180
3,1848,06,01,13,-20.3,49.9,119
3,1848,09,01,13,-20.936,49.2123,80
3,1848,12,01,13,-21.5976,48.5838,38
3,1848,15,01,13,-22.2845,48.0255,10
3,1848,18,01,13,-22.9968,47.5487,0
3,1848,21,01,13,-23.7345,47.1652,0
3,1848,00,01,14,-24.4976,46.8873,0
3,1848,03,01,14,-25.2862,46.7277,11
3,1848,06,01,14,-26.1,46.7,100
3,1848,09,01,14,-27.0464,46.8712,201
3,1848,12,01,14,-28.0367,47.1981,315
3,1848,15,01,14,-29.0407,47.6469,431
3,1848,18,01,14,-30.0275,48.1821,553
3,1848,21,01,14,-30.9665,48.7661,676
3,1848,00,01,15,-31.8276,49.359,779
3,1848,03,01,15,-32.5815,49.9183,879
3,1848,06,01,15,-33.2,50.4,958
3,1848,09,01,15,-33.6638,50.7682,1024
3,1848,12,01,15,-33.9862,51.0261,1062
3,1848,15,01,15,-34.1882,51.1878,1090
3,1848,18,01,15,-34.2903,51.2682,1103
3,1848,21,01,15,-34.3126,51.2834,1103
3,1848,00,01,16,-34.275,51.2494,1100
3,1848,03,01,16,-34.1976,51.1828,1090
3,1848,06,01,16,-34.1,51.1,1076
4,1848,06,01,11,-15.8,56.8,486
4,1848,09,01,11,-16.7049,55.4414,440
4,1848,12,01,11,-17.6642,54.0728,390
4,1848,15,01,11,-18.7411,52.694,352
4,1848,18,01,11,-20,51.3,256
4,1848,21,01,11,-21.4743,49.9042,165
4,1848,00,01,12,-23.067,48.6111,84
4,1848,03,01,12,-24.6506,47.5595,37
4,1848,06,01,12,-26.1,46.9,101
4,1848,09,01,12,-27.2929,46.7738,229
4,1848,12,01,12,-28.3403,47.0676,340
4,1848,15,01,12,-29.2678,47.6293,462
4,1848,18,01,12,-30.1,48.3,566
4,1848,21,01,12,-30.8615,48.9455,668
4,1848,00,01,13,-31.5709,49.5502,764
4,1848,03,01,13,-32.2449,50.1296,844
4,1848,06,01,13,-32.9,50.7,938
5,1848,09,03,01,-11.9456,73.0955,1883
5,1848,12,03,01,-12.2655,71.8061,1739
5,1848,15,03,01,-12.627,70.3884,1593
5,1848,18,03,01,-13,69,1442
5,1848,21,03,01,-13.3408,67.8428,1317
5,1848,00,03,02,-13.6901,66.7446,1195
5,1848,03,03,02,-14.0444,65.699,1090
5,1848,06,03,02,-14.4,64.7,979
5,1848,09,03,02,-14.7327,63.6945,877
5,1848,12,03,02,-15.0688,62.7364,770
5,1848,15,03,02,-15.4206,61.835,681
5,1848,18,03,02,-15.8,61,594
5,1848,21,03,02,-16.2655,60.1515,500
5,1848,00,03,03,-16.7523,59.3773,410
5,1848,03,03,03,-17.2128,58.7141,341
5,1848,06,03,03,-17.6,58.2,284
5,1848,09,03,03,-17.8605,57.8721,247
5,1848,12,03,03,-18.0456,57.6903,234
5,1848,15,03,03,-18.1829,57.5884,212
5,1848,18,03,03,-18.3,57.5,201
5,1848,21,03,03,-18.35,57.3281,202
6,1848,18,02,29,-11.5,75,2045
6,1848,21,02,29,-11.4804,75.0488,2045
6,1848,00,03,01,-11.4888,74.9881,2045
6,1848,03,03,01,-11.553,74.7086,2050
6,1848,06,03,01,-11.55,74.8,2052
6,1848,09,03,01,-11.3581,75.5885,2015
6,1848,12,03,01,-11.3239,75.6507,2002
6,1848,15,03,01,-11.3048,75.6603,2002
6,1848,18,03,01,-11.3086,75.5914,2005
6,1848,21,03,01,-11.3428,75.4175,2011
6,1848,00,03,02,-11.4146,75.1122,2031
6,1848,03,03,02,-11.5314,74.6488,2046
6,1848,06,03,02,-11.7,74,1978
6,1848,09,03,02,-11.9242,73.1492,1883
6,1848,12,03,02,-12.1975,72.1248,1772
6,1848,15,03,02,-12.511,70.9667,1653
6,1848,18,03,02,-12.8561,69.7155,1511
6,1848,21,03,02,-13.2245,68.4121,1376
6,1848,00,03,03,-13.6088,67.0976,1236
6,1848,03,03,03,-14.0025,65.8132,1098
6,1848,06,03,03,-14.4,64.6,971
6,1848,09,03,03,-14.7047,63.5016,862
6,1848,12,03,03,-15.0127,62.4404,757
6,1848,15,03,03,-15.3359,61.4296,664
6,1848,18,03,03,-15.686,60.4825,574
6,1848,21,03,03,-16.0752,59.6125,490
6,1848,00,03,04,-16.8925,58.4976,367
6,1848,03,03,04,-17.5215,57.7654,291
6,1848,06,03,04,-18.1143,57.2571,224
6,1848,09,03,04,-18.8117,56.8212,162
6,1848,12,03,04,-19.5419,56.5009,124
6,1848,15,03,04,-20.3504,56.265,91
6,1848,18,03,04,-21.1968,56.1402,31
6,1848,21,03,04,-22.0463,56.1455,84
6,1848,00,03,05,-22.8654,56.259,182
6,1848,03,03,05,-23.686,56.4237,269
6,1848,06,03,05,-24.5,56.6,361
6,1848,09,03,05,-25.2187,56.6062,436
6,1848,12,03,05,-25.8996,56.7954,517
6,1848,15,03,05,-26.55,57.0714,600
6,1848,18,03,05,-27.1775,57.4382,673
6,1848,21,03,05,-27.7894,57.8997,751
6,1848,00,03,06,-28.3926,58.4606,834
6,1848,03,03,06,-28.994,59.1256,918
6,1848,06,03,06,-29.6,59.9,1012
6,1848,09,03,06,-30.2152,60.7871,1111
6,1848,12,03,06,-30.8374,61.7794,1217
6,1848,15,03,06,-31.4626,62.8664,1333
6,1848,18,03,06,-32.087,64.0369,1438
6,1848,21,03,06,-32.7064,65.2788,1556
6,1848,00,03,07,-33.3172,66.5793,1677
6,1848,03,03,07,-33.9161,67.9245,1659
6,1848,06,03,07,-34.5,69.3,1590
7,1848,06,04,21,-6.7,83.8,1456
7,1848,09,04,21,-6.8089,83.6491,1461
7,1848,12,04,21,-6.92049,83.4982,1470
7,1848,15,04,21,-7.03751,83.3474,1476
7,1848,18,04,21,-7.16271,83.197,1496
7,1848,21,04,21,-7.29881,83.0469,1502
7,1848,00,04,22,-7.44857,82.8973,1512
7,1848,03,04,22,-7.61472,82.7483,1530
7,1848,06,04,22,-7.8,82.6,1551
7,1848,09,04,22,-8.00618,82.4535,1571
7,1848,12,04,22,-8.23112,82.3143,1591
7,1848,15,04,22,-8.47167,82.1889,1623
7,1848,18,04,22,-8.72474,82.084,1644
7,1848,21,04,22,-8.98721,82.006,1676
7,1848,00,04,23,-9.25598,81.9615,1710
7,1848,03,04,23,-9.52794,81.9573,1732
7,1848,06,04,23,-9.8,82,1766
7,1848,09,04,23,-10.0615,82.0768,1800
7,1848,12,04,23,-10.3255,82.1988,1823
7,1848,15,04,23,-10.591,82.3627,1859
7,1848,18,04,23,-10.8567,82.5654,1895
7,1848,21,04,23,-11.1217,82.8036,1920
7,1848,00,04,24,-11.3846,83.0743,1958
7,1848,03,04,24,-11.6444,83.3742,1985
7,1848,06,04,24,-11.9,83.7,2023
7,1848,09,04,24,-12.1707,84.0637,2012
7,1848,12,04,24,-12.4399,84.4633,1989
7,1848,15,04,24,-12.7036,84.8863,1974
7,1848,18,04,24,-12.9577,85.3198,1961
7,1848,21,04,24,-13.1982,85.7509,1934
7,1848,00,04,25,-13.4213,86.1666,1916
7,1848,03,04,25,-13.6231,86.554,1900
7,1848,06,04,25,-13.8,86.9,1892
7,1848,09,04,25,-13.9495,87.1948,1877
7,1848,12,04,25,-14.074,87.4417,1878
7,1848,15,04,25,-14.1773,87.6476,1872
7,1848,18,04,25,-14.2629,87.8192,1866
7,1848,21,04,25,-14.3345,87.9634,1851
7,1848,00,04,26,-14.3955,88.087,1853
7,1848,03,04,26,-14.4495,88.1969,1846
7,1848,06,04,26,-14.5,88.3,1847
8,1848,18,04,20,-7.1,83.7,1496
8,1848,21,04,20,-7.31882,83.4735,1513
8,1848,00,04,21,-7.54008,83.2476,1529
8,1848,03,04,21,-7.76629,83.0228,1558
8,1848,06,04,21,-8,82.8,1576
8,1848,09,04,21,-8.24281,82.5822,1595
8,1848,12,04,21,-8.49251,82.3826,1625
8,1848,15,04,21,-8.74595,82.2167,1645
8,1848,18,04,21,-9,82.1,1677
8,1848,21,04,21,-9.24178,82.0172,1699
8,1848,00,04,22,-9.48487,81.9876,1732
8,1848,03,04,22,-9.73552,82.0142,1754
8,1848,06,04,22,-10,82.1,1789
8,1848,09,04,22,-10.3019,82.2342,1823
8,1848,12,04,22,-10.615,82.4248,1859
8,1848,15,04,22,-10.9206,82.653,1896
8,1848,18,04,22,-11.2,82.9,1932
8,1848,21,04,22,-11.4205,83.1197,1958
8,1848,00,04,23,-11.6148,83.3555,1985
8,1848,03,04,23,-11.8017,83.6135,2010
8,1848,06,04,23,-12,83.9,2017
8,1848,09,04,23,-12.2396,84.2091,2003
8,1848,12,04,23,-12.4923,84.5476,1996
8,1848,15,04,23,-12.7489,84.9123,1974
8,1848,18,04,23,-13,85.3,1961
8,1848,21,04,23,-13.2385,85.7072,1942
8,1848,00,04,24,-13.4656,86.1294,1932
8,1848,03,04,24,-13.685,86.5619,1907
8,1848,06,04,24,-13.9,87,1892
1,1851,18,03,20,-15,62.4,757
1,1851,21,03,20,-15.2178,62.0273,712
1,1851,00,03,21,-15.4281,61.6633,675
1,1851,03,03,21,-15.6244,61.3176,631
1,1851,06,03,21,-15.8,61,594
1,1851,09,03,21,-15.9504,60.7169,557
1,1851,12,03,21,-16.0797,60.4622,536
1,1851,15,03,21,-16.1942,60.2263,510
1,1851,18,03,21,-16.3,60,489
1,1851,21,03,21,-16.4111,59.7718,469
1,1851,00,03,22,-16.5148,59.5499,445
1,1851,03,03,22,-16.6111,59.328,426
1,1851,06,03,22,-16.7,59.1,408
1,1851,09,03,22,-16.7902,58.8612,390
1,1851,12,03,22,-16.8724,58.615,370
1,1851,15,03,22,-16.9433,58.3613,365
1,1851,18,03,22,-17,58.1,349
1,1851,21,03,22,-17.0394,57.824,346
1,1851,00,03,23,-17.065,57.5424,335
1,1851,03,03,23,-17.0831,57.2646,336
1,1851,06,03,23,-17.1,57,339
1,1851,09,03,23,-17.1206,56.7808,343
1,1851,12,03,23,-17.142,56.5723,348
1,1851,15,03,23,-17.1674,56.3527,344
1,1851,18,03,23,-17.2,56.1,356
1,1851,21,03,23,-17.2388,55.7859,370
1,1851,00,03,24,-17.2851,55.4374,383
1,1851,03,03,24,-17.3388,55.0702,402
1,1851,06,03,24,-17.4,54.7,407
1,1851,09,03,24,-17.4677,54.3459,405
1,1851,12,03,24,-17.5423,53.9925,414
1,1851,15,03,24,-17.6208,53.6428,403
1,1851,18,03,24,-17.7,53.3,380
1,1851,21,03,24,-17.7706,52.9758,357
1,1851,00,03,25,-17.8421,52.6572,327
1,1851,03,03,25,-17.9175,52.3351,292
1,1851,06,03,25,-18,52,266
1,1851,09,03,25,-18.0846,51.6392,226
1,1851,12,03,25,-18.1774,51.2648,198
1,1851,15,03,25,-18.2815,50.8829,158
1,1851,18,03,25,-18.4,50.5,118
1,1851,21,03,25,-18.5349,50.121,81
1,1851,00,03,26,-18.683,49.7457,52
1,1851,03,03,26,-18.8396,49.3725,23
1,1851,06,03,26,-19,49,0
2,1851,06,03,21,-15.1,62.5,756
2,1851,09,03,21,-15.1919,62.329,733
2,1851,12,03,21,-15.2846,62.1563,718
2,1851,15,03,21,-15.3787,61.9804,695
2,1851,18,03,21,-15.4752,61.7999,673
2,1851,21,03,21,-15.5747,61.6131,651
2,1851,00,03,22,-15.6782,61.4186,628
2,1851,03,03,22,-15.7863,61.2147,607
2,1851,06,03,22,-15.9,61,585
2,1851,09,03,22,-16.0193,60.7734,563
2,1851,12,03,22,-16.1422,60.5363,536
2,1851,15,03,22,-16.2658,60.2906,506
2,1851,18,03,22,-16.3875,60.0381,479
2,1851,21,03,22,-16.5045,59.7808,459
2,1851,00,03,23,-16.614,59.5207,435
2,1851,03,03,23,-16.7134,59.2598,416
2,1851,06,03,23,-16.8,59,393
2,1851,09,03,23,-16.865,58.7572,376
2,1851,12,03,23,-16.9175,58.5155,367
2,1851,15,03,23,-16.9597,58.2733,352
2,1851,18,03,23,-16.994,58.029,348
2,1851,21,03,23,-17.0229,57.7812,346
2,1851,00,03,24,-17.0486,57.5281,346
2,1851,03,03,24,-17.0735,57.2682,336
2,1851,06,03,24,-17.1,57,339
2,1851,09,03,24,-17.1316,56.7222,346
2,1851,12,03,24,-17.1625,56.4364,344
2,1851,15,03,24,-17.1939,56.1435,356
2,1851,18,03,24,-17.227,55.8443,370
2,1851,21,03,24,-17.263,55.5395,377
2,1851,00,03,25,-17.303,55.23,395
2,1851,03,03,25,-17.3483,54.9166,416
2,1851,06,03,25,-17.4,54.6,409
2,1851,09,03,25,-17.4549,54.2917,405
2,1851,12,03,25,-17.5155,53.9802,414
2,1851,15,03,25,-17.5818,53.6646,413
2,1851,18,03,25,-17.6538,53.3442,380
2,1851,21,03,25,-17.7317,53.0184,353
2,1851,00,03,26,-17.8153,52.6862,327
2,1851,03,03,26,-17.9047,52.347,292
2,1851,06,03,26,-18,52,266
2,1851,09,03,26,-18.1069,51.6041,226
2,1851,12,03,26,-18.2212,51.1948,188
2,1851,15,03,26,-18.3398,50.7816,148
2,1851,18,03,26,-18.4598,50.3743,110
2,1851,21,03,26,-18.5785,49.9827,77
2,1851,00,03,27,-18.6932,49.6166,42
2,1851,03,03,27,-18.8012,49.2857,15
2,1851,06,03,27,-18.9,49,0
2,1851,09,03,27,-18.9876,48.7666,0
2,1851,12,03,27,-19.0651,48.5815,0
2,1851,15,03,27,-19.1339,48.4379,0
2,1851,18,03,27,-19.1956,48.3288,0
2,1851,21,03,27,-19.2516,48.2474,0
2,1851,00,03,28,-19.3034,48.1867,0
2,1851,03,03,28,-19.3524,48.1399,0
2,1851,06,03,28,-19.4,48.1,0
3,1851,06,03,21,-21.2,59.5,202
3,1851,09,03,21,-21.4125,59.5,212
3,1851,12,03,21,-21.625,59.5,223
3,1851,15,03,21,-21.8375,59.5,236
3,1851,18,03,21,-22.05,59.5,258
3,1851,21,03,21,-22.2625,59.5,274
3,1851,00,03,22,-22.475,59.5,290
3,1851,03,03,22,-22.6875,59.5,308
3,1851,06,03,22,-22.9,59.5,326
3,1851,09,03,22,-23.3888,59.7553,389
3,1851,12,03,22,-23.8775,60.0127,447
3,1851,15,03,22,-24.3658,60.2721,511
3,1851,18,03,22,-24.8538,60.5335,569
3,1851,21,03,22,-25.3414,60.797,623
3,1851,00,03,23,-25.8283,61.0626,686
3,1851,03,03,23,-26.3145,61.3302,744
3,1851,06,03,23,-26.8,61.6,808
4,1851,18,03,20,-21.3,59.5,207
4,1851,21,03,20,-21.7063,59.5107,229
4,1851,00,03,21,-22.1101,59.5272,258
4,1851,03,03,21,-22.5088,59.555,297
4,1851,06,03,21,-22.9,59.6,332
4,1851,09,03,21,-23.2836,59.6685,374
4,1851,12,03,21,-23.6697,59.7687,418
4,1851,15,03,21,-24.071,59.9095,461
4,1851,18,03,21,-24.5,60.1,510
4,1851,21,03,21,-24.9655,60.3457,569
4,1851,00,03,22,-25.4609,60.6369,632
4,1851,03,03,22,-25.9758,60.9597,700
4,1851,06,03,22,-26.5,61.3,764
19,1852,06,11,01,-8.25,88.6,1354
19,1852,09,11,01,-8.38408,88.2705,1394
19,1852,12,11,01,-8.51517,87.9495,1437
19,1852,15,11,01,-8.64061,87.6457,1471
19,1852,18,11,01,-8.75775,87.3678,1501
19,1852,21,11,01,-8.86491,87.1216,1535
19,1852,00,11,02,-8.96408,86.901,1560
19,1852,03,11,02,-9.05816,86.6969,1585
19,1852,06,11,02,-9.15,86.5,1604
19,1852,09,11,02,-9.24012,86.298,1628
19,1852,12,11,02,-9.33019,86.101,1653
19,1852,15,11,02,-9.42452,85.906,1677
19,1852,18,11,02,-9.5274,85.7097,1702
19,1852,21,11,02,-9.63964,85.506,1727
19,1852,00,11,03,-9.76337,85.301,1757
19,1852,03,11,03,-9.89977,85.098,1781
19,1852,06,11,03,-10.05,84.9,1806
19,1852,09,11,03,-10.2076,84.6997,1836
19,1852,12,11,03,-10.378,84.5048,1866
19,1852,15,11,03,-10.5597,84.3178,1893
19,1852,18,11,03,-10.7513,84.1413,1910
19,1852,21,11,03,-10.9421,83.9734,1919
19,1852,00,11,04,-11.1439,83.8182,1937
19,1852,03,11,04,-11.3616,83.6768,1968
19,1852,06,11,04,-11.6,83.55,1988
19,1852,09,11,04,-11.8838,83.4244,2018
19,1852,12,11,04,-12.188,83.313,2049
19,1852,15,11,04,-12.4938,83.2176,2081
19,1852,18,11,04,-12.7824,83.1402,2113
19,1852,21,11,04,-13.0362,83.0821,2135
19,1852,00,11,05,-13.2643,83.0423,2167
19,1852,03,11,05,-13.4684,83.0163,2189
19,1852,06,11,05,-13.65,83,2200
19,1852,09,11,05,-13.7938,82.9857,2213
19,1852,12,11,05,-13.8796,82.9448,2228
19,1852,15,11,05,-13.9481,82.8995,2228
19,1852,18,11,05,-13.9999,82.8478,2242
19,1852,21,11,05,-14.0323,82.7838,2242
19,1852,00,11,06,-14.1718,82.8168,2257
19,1852,03,11,06,-14.3253,82.8563,2255
19,1852,06,11,06,-14.5,82.9,2269
19,1852,09,11,06,-14.701,82.9458,2283
19,1852,12,11,06,-14.9266,82.9932,2288
19,1852,15,11,06,-15.1733,83.0421,2309
19,1852,18,11,06,-15.4376,83.0921,2315
19,1852,21,11,06,-15.716,83.1431,2337
19,1852,00,11,07,-16.0048,83.1949,2351
19,1852,03,11,07,-16.3007,83.2472,2373
19,1852,06,11,07,-16.6,83.3,2388
1,1852,06,01,01,-12.2,77.3,2060
1,1852,09,01,01,-12.2062,77.3187,2060
1,1852,12,01,01,-12.2166,77.3238,2060
1,1852,15,01,01,-12.2354,77.3015,2060
1,1852,18,01,01,-12.2667,77.2382,2073
1,1852,21,01,01,-12.3148,77.1202,2075
1,1852,00,01,02,-12.3837,76.9338,2090
1,1852,03,01,02,-12.4775,76.665,2106
1,1852,06,01,02,-12.6,76.3,2126
1,1852,09,01,02,-12.7536,75.8297,2092
1,1852,12,01,02,-12.9344,75.2652,2038
1,1852,15,01,02,-13.1371,74.6224,1960
1,1852,18,01,02,-13.3564,73.9175,1878
1,1852,21,01,02,-13.5872,73.1666,1800
1,1852,00,01,03,-13.8246,72.3859,1713
1,1852,03,01,03,-14.0637,71.5916,1620
1,1852,06,01,03,-14.3,70.8,1534
1,1852,09,01,03,-14.5102,70.0655,1456
1,1852,12,01,03,-14.7204,69.3206,1370
1,1852,15,01,03,-14.931,68.5701,1293
1,1852,18,01,03,-15.1421,67.8188,1207
1,1852,21,01,03,-15.3541,67.0713,1125
1,1852,00,01,04,-15.5675,66.3325,1040
1,1852,03,01,04,-15.7826,65.6071,964
1,1852,06,01,04,-16,64.9,888
1,1852,09,01,04,-16.2101,64.2277,813
1,1852,12,01,04,-16.4221,63.573,747
1,1852,15,01,04,-16.6372,62.932,674
1,1852,18,01,04,-16.8566,62.3009,602
1,1852,21,01,04,-17.0814,61.6761,538
1,1852,00,01,05,-17.3129,61.0535,475
1,1852,03,01,05,-17.5521,60.4295,398
1,1852,06,01,05,-17.8,59.8,339
1,1852,09,01,05,-18.0442,59.1362,277
1,1852,12,01,05,-18.2957,58.4671,218
1,1852,15,01,05,-18.5553,57.7955,168
1,1852,18,01,05,-18.8237,57.1242,151
1,1852,21,01,05,-19.1015,56.4561,153
1,1852,00,01,06,-19.3896,55.7942,179
1,1852,03,01,06,-19.6888,55.1412,146
1,1852,06,01,06,-20,54.5,139
1,1852,09,01,06,-20.292,53.8158,170
1,1852,12,01,06,-20.5933,53.1349,225
1,1852,15,01,06,-20.9075,52.4676,281
1,1852,18,01,06,-21.2381,51.8243,339
1,1852,21,01,06,-21.5887,51.2153,297
1,1852,00,01,07,-21.9632,50.6512,256
1,1852,03,01,07,-22.3656,50.1425,206
1,1852,06,01,07,-22.8,49.7,187
1,1852,09,01,07,-23.3335,49.3166,159
1,1852,12,01,07,-23.9094,48.9967,143
1,1852,15,01,07,-24.509,48.7347,133
1,1852,18,01,07,-25.1136,48.525,138
1,1852,21,01,07,-25.7041,48.3621,152
1,1852,00,01,08,-26.2614,48.2406,180
1,1852,03,01,08,-26.7664,48.1551,224
1,1852,06,01,08,-27.2,48.1,258
1,1852,09,01,08,-27.5037,48.0346,283
1,1852,12,01,08,-27.741,48.0078,303
1,1852,15,01,08,-27.923,48.0134,324
1,1852,18,01,08,-28.0611,48.0449,345
1,1852,21,01,08,-28.1667,48.0958,359
1,1852,00,01,09,-28.2508,48.1597,373
1,1852,03,01,09,-28.3249,48.2299,373
